0.000000000000000000e+00,0.000000000000000000e+00,-5.629861354827880859e-02,-5.041533708572387695e-02,-9.699684381484985352e-02,-1.251431703567504883e-01,-1.170760393142700195e-01,-1.979990601539611816e-01,-1.360591053962707520e-01,-2.626466751098632812e-01,-6.216549873352050781e-02,-2.574583292007446289e-01,-7.819032669067382812e-02,-3.596583008766174316e-01,-8.863776922225952148e-02,-4.201106131076812744e-01,-9.649783372879028320e-02,-4.775027930736541748e-01,-2.661693096160888672e-02,-2.695245742797851562e-01,-3.548347949981689453e-02,-3.803897798061370850e-01,-4.172426462173461914e-02,-4.490815401077270508e-01,-4.786062240600585938e-02,-5.112797915935516357e-01,7.115066051483154297e-03,-2.592895030975341797e-01,2.959132194519042969e-03,-3.588435947895050049e-01,-2.398908138275146484e-03,-4.244465231895446777e-01,-8.692145347595214844e-03,-4.845822453498840332e-01,4.084223508834838867e-02,-2.329923510551452637e-01,4.612529277801513672e-02,-3.143561184406280518e-01,4.959225654602050781e-02,-3.693991005420684814e-01,5.171698331832885742e-02,-4.232083559036254883e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.377960205078125000e-02,-3.727751970291137695e-02,-9.193652868270874023e-02,-1.021090745925903320e-01,-1.099118590354919434e-01,-1.683663129806518555e-01,-1.264224052429199219e-01,-2.278082966804504395e-01,-6.302809715270996094e-02,-2.253711819648742676e-01,-8.113300800323486328e-02,-3.145868480205535889e-01,-9.253329038619995117e-02,-3.675461113452911377e-01,-1.014979481697082520e-01,-4.186750352382659912e-01,-3.076851367950439453e-02,-2.407766580581665039e-01,-4.174190759658813477e-02,-3.380631208419799805e-01,-4.943782091140747070e-02,-3.988979756832122803e-01,-5.693984031677246094e-02,-4.567960798740386963e-01,1.835227012634277344e-04,-2.351374030113220215e-01,-4.551470279693603516e-03,-3.214944303035736084e-01,-1.036632061004638672e-02,-3.794703185558319092e-01,-1.714247465133666992e-02,-4.340162277221679688e-01,3.159677982330322266e-02,-2.138558626174926758e-01,3.606623411178588867e-02,-2.838532328605651855e-01,3.801178932189941406e-02,-3.322134017944335938e-01,3.840422630310058594e-02,-3.810347318649291992e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.120915174484252930e-02,-3.739583492279052734e-02,-8.848851919174194336e-02,-9.946525096893310547e-02,-1.052833199501037598e-01,-1.640798449516296387e-01,-1.236268877983093262e-01,-2.196765244007110596e-01,-5.751860141754150391e-02,-2.191938161849975586e-01,-7.503622770309448242e-02,-3.063511252403259277e-01,-8.643573522567749023e-02,-3.597467839717864990e-01,-9.507775306701660156e-02,-4.099754989147186279e-01,-2.645456790924072266e-02,-2.331819832324981689e-01,-3.748494386672973633e-02,-3.287445902824401855e-01,-4.519855976104736328e-02,-3.881246447563171387e-01,-5.214107036590576172e-02,-4.413297176361083984e-01,3.199219703674316406e-03,-2.274172902107238770e-01,-1.501321792602539062e-03,-3.143199086189270020e-01,-7.043063640594482422e-03,-3.710221648216247559e-01,-1.321560144424438477e-02,-4.239709377288818359e-01,3.374201059341430664e-02,-2.066048383712768555e-01,3.820085525512695312e-02,-2.764348983764648438e-01,4.025012254714965820e-02,-3.233307003974914551e-01,4.075020551681518555e-02,-3.701150417327880859e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.141359567642211914e-02,-4.084604978561401367e-02,-8.708041906356811523e-02,-1.026825904846191406e-01,-1.034321188926696777e-01,-1.656538248062133789e-01,-1.205037236213684082e-01,-2.204472124576568604e-01,-5.689275264739990234e-02,-2.191539108753204346e-01,-7.406127452850341797e-02,-3.060439825057983398e-01,-8.573132753372192383e-02,-3.591656684875488281e-01,-9.471493959426879883e-02,-4.088422060012817383e-01,-2.620881795883178711e-02,-2.327087223529815674e-01,-3.723776340484619141e-02,-3.280952274799346924e-01,-4.469591379165649414e-02,-3.865168690681457520e-01,-5.119025707244873047e-02,-4.390335381031036377e-01,3.240227699279785156e-03,-2.270922660827636719e-01,-1.897394657135009766e-03,-3.128344118595123291e-01,-7.563352584838867188e-03,-3.689447641372680664e-01,-1.373833417892456055e-02,-4.205875992774963379e-01,3.371775150299072266e-02,-2.066106498241424561e-01,3.869694471359252930e-02,-2.767859101295471191e-01,4.031866788864135742e-02,-3.234685659408569336e-01,4.017382860183715820e-02,-3.698506653308868408e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.219960212707519531e-02,-3.861606121063232422e-02,-8.759069442749023438e-02,-9.950888156890869141e-02,-1.023677587509155273e-01,-1.648060679435729980e-01,-1.192597150802612305e-01,-2.198611795902252197e-01,-5.730140209197998047e-02,-2.155697047710418701e-01,-7.431817054748535156e-02,-3.023817539215087891e-01,-8.590626716613769531e-02,-3.544424176216125488e-01,-9.520488977432250977e-02,-4.037018418312072754e-01,-2.573984861373901367e-02,-2.298489809036254883e-01,-3.626167774200439453e-02,-3.253160715103149414e-01,-4.401743412017822266e-02,-3.823161125183105469e-01,-5.114763975143432617e-02,-4.341174960136413574e-01,4.573404788970947266e-03,-2.244029045104980469e-01,-2.934932708740234375e-04,-3.093024492263793945e-01,-6.349742412567138672e-03,-3.644952476024627686e-01,-1.301163434982299805e-02,-4.160266518592834473e-01,3.575533628463745117e-02,-2.034970819950103760e-01,3.978496789932250977e-02,-2.730642557144165039e-01,4.095780849456787109e-02,-3.189621567726135254e-01,4.052209854125976562e-02,-3.645226955413818359e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.128377676010131836e-02,-3.851157426834106445e-02,-8.646970987319946289e-02,-9.826231002807617188e-02,-1.016726493835449219e-01,-1.631028652191162109e-01,-1.200538277626037598e-01,-2.187032103538513184e-01,-5.516451597213745117e-02,-2.160945236682891846e-01,-7.315325736999511719e-02,-3.011113405227661133e-01,-8.480101823806762695e-02,-3.529390692710876465e-01,-9.352678060531616211e-02,-4.028155207633972168e-01,-2.367877960205078125e-02,-2.299337685108184814e-01,-3.505128622055053711e-02,-3.240638673305511475e-01,-4.354476928710937500e-02,-3.822283148765563965e-01,-5.105525255203247070e-02,-4.352967143058776855e-01,6.483674049377441406e-03,-2.239365577697753906e-01,1.186132431030273438e-03,-3.090205192565917969e-01,-4.704475402832031250e-03,-3.654021620750427246e-01,-1.076757907867431641e-02,-4.181486368179321289e-01,3.726691007614135742e-02,-2.030095458030700684e-01,4.072457551956176758e-02,-2.732694447040557861e-01,4.241317510604858398e-02,-3.199314475059509277e-01,4.289793968200683594e-02,-3.657509088516235352e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.160814523696899414e-02,-4.162013530731201172e-02,-8.624494075775146484e-02,-1.011781692504882812e-01,-1.006568670272827148e-01,-1.652771830558776855e-01,-1.174431443214416504e-01,-2.201643586158752441e-01,-5.464369058609008789e-02,-2.161166965961456299e-01,-7.243841886520385742e-02,-3.007197380065917969e-01,-8.426874876022338867e-02,-3.525575995445251465e-01,-9.328275918960571289e-02,-4.019922316074371338e-01,-2.338469028472900391e-02,-2.299674749374389648e-01,-3.406810760498046875e-02,-3.246671557426452637e-01,-4.196268320083618164e-02,-3.826476335525512695e-01,-4.900962114334106445e-02,-4.345458745956420898e-01,6.826996803283691406e-03,-2.240339219570159912e-01,1.401484012603759766e-03,-3.092027902603149414e-01,-5.284667015075683594e-03,-3.654007315635681152e-01,-1.232272386550903320e-02,-4.168534278869628906e-01,3.826683759689331055e-02,-2.026928067207336426e-01,4.203146696090698242e-02,-2.734038829803466797e-01,4.300576448440551758e-02,-3.209612965583801270e-01,4.255938529968261719e-02,-3.674766421318054199e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.086058378219604492e-02,-4.007393121719360352e-02,-8.558487892150878906e-02,-1.023438572883605957e-01,-1.009891033172607422e-01,-1.675521731376647949e-01,-1.188126206398010254e-01,-2.237392067909240723e-01,-5.361068248748779297e-02,-2.184191048145294189e-01,-7.107555866241455078e-02,-3.026952743530273438e-01,-8.272892236709594727e-02,-3.537815213203430176e-01,-9.184414148330688477e-02,-4.035000205039978027e-01,-2.183765172958374023e-02,-2.316998839378356934e-01,-3.220945596694946289e-02,-3.256299495697021484e-01,-4.072195291519165039e-02,-3.829404115676879883e-01,-4.892569780349731445e-02,-4.354128241539001465e-01,8.661687374114990234e-03,-2.245675325393676758e-01,3.301739692687988281e-03,-3.097103238105773926e-01,-2.874255180358886719e-03,-3.654368221759796143e-01,-9.770095348358154297e-03,-4.172630310058593750e-01,3.978592157363891602e-02,-2.023709118366241455e-01,4.291069507598876953e-02,-2.738088369369506836e-01,4.471713304519653320e-02,-3.211173117160797119e-01,4.521560668945312500e-02,-3.672596812248229980e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.208486318588256836e-02,-4.392397403717041016e-02,-8.690363168716430664e-02,-1.071167588233947754e-01,-1.017410755157470703e-01,-1.727035641670227051e-01,-1.171975731849670410e-01,-2.314507365226745605e-01,-5.542784929275512695e-02,-2.221465110778808594e-01,-7.269632816314697266e-02,-3.082489073276519775e-01,-8.401286602020263672e-02,-3.603503406047821045e-01,-9.264165163040161133e-02,-4.102711677551269531e-01,-2.335524559020996094e-02,-2.343350052833557129e-01,-3.377425670623779297e-02,-3.279497325420379639e-01,-4.170399904251098633e-02,-3.858146667480468750e-01,-4.899066686630249023e-02,-4.387072771787643433e-01,7.591366767883300781e-03,-2.268495261669158936e-01,1.954436302185058594e-03,-3.123142719268798828e-01,-4.526138305664062500e-03,-3.678919076919555664e-01,-1.145815849304199219e-02,-4.194537401199340820e-01,3.945451974868774414e-02,-2.043796777725219727e-01,4.243224859237670898e-02,-2.764508426189422607e-01,4.313582181930541992e-02,-3.249959349632263184e-01,4.251170158386230469e-02,-3.726745843887329102e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-5.163693428039550781e-02,-4.153752326965332031e-02,-8.695518970489501953e-02,-1.047230362892150879e-01,-1.019229292869567871e-01,-1.704808473587036133e-01,-1.178220510482788086e-01,-2.296001315116882324e-01,-5.524528026580810547e-02,-2.217693030834197998e-01,-7.282245159149169922e-02,-3.075786828994750977e-01,-8.406406641006469727e-02,-3.597131967544555664e-01,-9.249073266983032227e-02,-4.101162850856781006e-01,-2.283495664596557617e-02,-2.345099151134490967e-01,-3.372019529342651367e-02,-3.286062777042388916e-01,-4.197716712951660156e-02,-3.862764835357666016e-01,-4.966729879379272461e-02,-4.394677579402923584e-01,8.460760116577148438e-03,-2.270223796367645264e-01,2.709388732910156250e-03,-3.115030527114868164e-01,-3.631234169006347656e-03,-3.668474555015563965e-01,-1.047044992446899414e-02,-4.187675714492797852e-01,4.045087099075317383e-02,-2.045228481292724609e-01,4.288780689239501953e-02,-2.760015130043029785e-01,4.447126388549804688e-02,-3.234488964080810547e-01,4.504746198654174805e-02,-3.701635599136352539e-01,0.000000000000000000e+00
